Label Sentimen;cleaned_text
negatif;padahal sinyal bagus udh diatur segala email malah gak bisa masuk kalau ada pembaruan harus update dulu semntara buat belajar daring mendesak yg lebih parah lagi update udh di titik eehhh malah gak harus ngulang dari lagi ini udh kali update ngulang terus mohon utk diperbaiki apk nya juga bikin lemot baterai boros dan berat
negatif;ini berguna banget sih bagus tapi jeleknya ini kadang suka lag gitu kita gerak tapi di kameranya gak gerak mungkin gara gara sinyal tapi aku pake wifi private rumah
negatif;maaf bintang saja karena sy pakai tp tdk keluar suaranya padahal setting audio speakernya sdh benar mhn diperbaiki sgt menggangu kenyamanan
negatif;aplikasi apa ini setelah menggunakan zoom hp saya jadi cepat habis baterai dan juga saya tidak bisa masuk tolong saya akan uninstal aplikasi zoom ini dan saya akan download lagi kalau sudah maju aplikasi ini tolong diperbaiki maaf bintang karena aplikasi ini sangat mengecewakan kalau sudah diperbaiki saya akan bintang saya kasih tolong diperbaiki ingat
negatif;kdang suka kesel sendiri kalau jaringan nya ngga bersahabat kadang juga hp cepet panas tapi dengan adanya zoom cloud metings ini sangat membantu bannget untuk kuliah daring terimakasih zoom
positif;bagus bgt aplikasinya aku jadi bisa belajar online pada saat masa apandemi makasih y zoom aku pasti kasih bintang deh karna udh bisa blajar online di zoom jadi bisa ketemu temen temen lagi makasih y zoom
negatif;kenapa apk nya nggak bisa di buka kalau di buka pasti kembali ke home katanya sinyalnya buruk tapi setelah aku coba pakai wi fi tetap nggak bisa tolong di perbaiki terimakasih
negatif;assalamualaikum wr wb halo nama ku aulia fitri aku ingin menceritakan pengalamanku dalam menggunakan apl zoom aku mendownlod nya karna dalam pandemi corona dan ak d suruh wali kelas ku untuk mendownlod nya tapi pada saat itu ak membuka apl ini dan sdh memulai zoom nya bertatap mukanya agak tercampur suaranya dalam bahasa banjar camuh dan saat ak mendengarkan pembicaraan saat itu juga kadang keluar apl dan ad temanku berkata ak tidak bisa masuk zoom keluar apl terus makanya aku beri star
positif;asalamualaikum wrwb hai developer yg terhormat aku sangat menyukai aplikasi ini hanya saja memory ku lg penuh jadi mohon maap developer jadi ini itu penting aku jadi bisa vidio call sama guru dan teman teman dirumah karna lg ada pandemi dan aku bisa presensi lewat zoom untuk absen masuk apa tidak tpi karna bisa lewat foto yaudah mohon maap ga bisa developer aku uninstal tp bagus ko temen temen instal ya no komen negatif ok wasalamualaikum wrwb
negatif;susah beuttt masuknya mau dari hp laptop atau netbook pun sama susah masuknya tolong di perbaiki trus kalo pk link tanpa donlod menit doang bisanya kagak bisa jam lebih gitu tolong di perbaiki yk nanti saya kasih bintang deh
positif;walaupun tidak sempurna tapi zoom telah sangat membantu menjalani aktifitas saya selama masa pandemi covid fitur fitur yg ditawarkan baik yg berbayar maupun free sangat mudah digunakan dan tidak disusupi iklan terima kasih zoom yg telah memungkinkan kami menjalankan ibadah selama masa pandemi ini semoga ke depan kwalitasnya akan semakin baik
negatif;sumpah pak ini nyedot kuota nya besar banget saya pengen belajar baru menit lebih dah abis mb ini gimana ya saya seharian belajar berarti saya ngabisin banyak uang cuma buat zoom dibantu ya saya hari ini baru isi g dan dipake buat zoom sekarang sudah abis aja
negatif;pertama dibuka suara bisa baik tp selang menit suara patah hilang klo saya mute suaranya justru suaranya yg rapat terdengar semua tetapi klo suara sy buka suara yg ikut rapat tdk terdengar bgmn ya rasanya sumpeg sekali
positif;sangat bagus sekali aplikasi ini intinya sangat membantu buat saya bagi kalian yg masih ragu kenapa tidak mencoba buat dnwload apl ini yuk dnwload skrng
netral;kadang titik pengantaran tidak sesuai maps nya bisa selisih km jadi ongkos nya tidak sesuai tksh
positif;saya beri bintang karena app ini sangat bagus dihp saya yang lain juga bagus tapi tolong buat agar ketika membuka app tidak sign in lagi agar mudah untuk digunakan lagipula app ini sangat seru digunakan semangat zoom cloud meeting
negatif;tolong developer audiony di fix lagi walaupun microphone udah gk di mute masih gk masuk suara saya dan juga suara putus padahal jaringan lancar
negatif;ini ko zoom aneh ya gk kaya sebelum nya sih truss saya download aplikasi ini pertama nya udh persen eh pas saya liat malah dri ulang gimna sihh tolong di perbaiki ya kesel saya sama apk ini
negatif;untuk belajar di rumah sebetulnya ini adalah aplikasi yang paling bagus kalau suaranya ga jelas putus kemresek jadi cuma bisa liat gambar aja zonder suara gimana bisa ikut belajar sedih nyeeee
negatif;tolong untuk developer agar di zoom makin bagus tolong ditambah kan seperti bisa menyisipkan gambar gif dan lain lain
negatif;per tgl agustus minta di update setelah saya update tampilan yg sebelumnya jadi lebih jelek tampilan gambarnya kecil tidak seperti tampilan sebelumnya bisa lihat tampilan gambar banyak orang seperti kotak terbelah itu sudah tidak bisa saya mau tampilan kotak yang seperti semula untuk raise hand saya suka jadi bisa terlihat nama yang join tapi suara sekarang jadi terputus tidak seperti sebelumnya lancar dan jernih tolong jika ada perbaharuan itu cukup ditambah saja
negatif;maaf ngasih bintang satu karena diharapkan buka setingan utk bs gnti bacgrond di hp susah muter nyari setingannya tryta emg gk ada
netral;bagus dan berguna banget karna kan sekarang lagi corona belajar di rumah keren bangetttttttt zoom good for zoom aplikasi nya berguna selama pjj ini cuman ya itu kalo gk punya sinyal gk bisa masuk jadi mesti kenceng banget sinyal nya
negatif;halo semuanya saya mau ingin bilang kbp ya zoom sekarang jlk saya pikir krn waifi saya eh teryata emang sana dari zoom satu yang bikin ku kesal suaranya tidak terdengar saya buka suara malah gak ada suara padahal biasnya ada suara gitu walau pas ngomong terus ini ngelag parah padahal wifi saya oke oke aja dan hp saya oke juga kok tapi disini banyak baru kok kaya stickernya banyak tapi itu dua keluhan saya jadi saya mohon untuk di perbaiki semangat deplover
negatif;heran sama aplikasi ini saya jadi terlambat sekolah dan kadang kamera tidak bisa dinyalakan trs suka mati pas zoom gk suka pake apk ini padahal pertama kali pake masih bagus mau pake di laptop pun sama padahal sudah di donload zoomnya saya sekolah dengan aplikasi ini jadi tolong perbaikannya
positif;aplikasi ini sangat membantu dalam pembelajaran daring karena antara guru murid atau dosen mahasiswa bisa bertatap muka meskipun tidak secara langsung dan apliaksi ini juga bisa digunakan untuk seminar online dan lain sebagainya terimakasih zoom cloud meetings
netral;aplikasi ini bagus karena ini musim pendemi banyak kok yg pakai aplikasi ini tapi suaranya sering putus putus jadi suaranya tolong diperbaiki yah
positif;aku kasih bintang karna aplikasinya sangat bagus dan selama daring online aku bisa belajar dan bertatap muka dengan guru dan teman temanku walaupun hanya lewat online
negatif;tolong untuk pihak zoom agar ada mode penghemat kuota dan daya soalnya sangat memboros kouta dan baterai apalagi jika kita sebagai pelajar tidak bisa selalu membeli kuota itu saja masukan saya terima kasih
positif;aplikasi nya sering eror gbisa ke buka pdhl udh di download tpi tulisannya di sruh download lgi trus audio nya jg sering g berfungsi mhn di perbaiki terimakasih
positif;aplikasi sangat bagus dan cocok untuk pengembangan ilmu pengetahuan bisa digunakan dalam proses belajar belajar guru dan siswa terutama pada masa pandemi ini thanks zoom
negatif;kalo buat belajar sih enak kendalanya juga sedikit tapi kadang suka keluar sendiri trus gabisa masuk lagi tolong diperbaiki lagi supaya nyaman untuk daring terima kasih saya kasih dulu yaa
netral;cukup baik untuk hp yanh fasilitasnya cukup namun bila hp kita yang banyak grupnya dan daerah tertentu agak sulit mendapatkan signal membuat kita tidak berkomunikasi
negatif;boros kuota untuk pengguna sinyal seluler non unlimited seharusnya terdapat settingan ukuran pemutaran video yang ditampilkan agar tidak memakan banyak kuota internet terima kasih
negatif;ini gimana sih awal masuk aplikasi di suruh sign in giliran mau sign in malah gk bisa ini kenapa gak jelas banget rah aplikasi nya kalo mau bikin aplikasi yang bener dong jangan buat pengguna merasa jengkel
negatif;semenjak update jadi putus putus suara org ngomong dan harus di mute dulu kalo dengerin org jd ribet tolong perbaiki bugnya
negatif;ga bagus masa harus sign in mau buat room terus katanya anda belum layal untuk masuk zoom mau buat room padahal mohon diperbaiki saya tidak sula dengan ini seharusnya di pilihan ada pilihan buat room bulan sign in sign up seharusnya sign in masuk room sama buat room ih malas
negatif;zoom sekarang banyak ulah belum menit udah keluar aja harus masuk lagi memunggu partisipan masuk lagi butuh waktu yang lama dulu tidak seperti itu skrg lagi menjelaskan di zoom eh keluar tiba kan susah klw gitu
negatif;harusnya jangan habisin baterai ya soalnya baru dipake setengah jam aja udah turu an tolong ya zoom supaya ada mode hemat baterai karena dari perangkat saya sudah pake plis karena saya juga harus pakai app lain juga
negatif;ini kenapa yah saya kan pake zoom di laptop tapi setiap masuk ke meeting selalu keluar masuk keluar masuk padahal jaringan saya bagus dan sebelum sebelumnya aman aman aja cuman beberapa hari ini suka terkeluar masuk tolong dong di perbaiki habis aku setiap hari harus pake zoom
positif;apknya bagus tapi saya kasih bintang karena menurut saya ada kekurangan yaitu tidak ada efek atau filter seperti di instagram tolong pihak zoom untuk segera mengadakan efek atau filter terimakasih
positif;sangat berguna dan bandwith yg digunakan relatif kecil sehingga meski signyal terbatas komunikasi masih berjalan baik
negatif;zoom nya suka eror sendiri keluar sendiri tiba masuk ke zoom orang lain dan sekali sentuh layarnya tiba ngefreeze mohon diperbaiki
netral;aku udah pake bulan ngak ada kendala apa apa tapi aku liat di website katanya aplikasi ini bisa mengambil data orang ini bener ngak ya abis itu kan zoom ini kan saya pake buat sekolah nah kan guru guru nya kan suka ngejelasin dan mengasih video nya nah yg pas giruku ngasih video nya itu suara putus dan ngak ada gambar tolong diperbaiki ya agar murid bisa paham denger penjelasan guru
positif;alhamdulillah lancar pakai aplikasi ini buat keperluan bikin kelas pertemuan pas masa stay at home seperti sekarang lumayan lancar dan banyak fitur yang bisa dipake buat pertemuan cuman agak khawatir aja dengan masalah privasi yang dulu sempat booming
negatif;kenapa selalu lelet di saat mau masuk aplikasinya ya padahal hp dan memori saya isinya tidak banyak dan kartu saya juga aman saja jaringannya mohon segera diperbaiki ya
negatif;bintang satu aja dulu karna aplikasi zoomnya saya ridak bisa buka di hp saya harus update tapi saya sdah lama update tetap tidak bisa masuk kecuali lewat komputer
negatif;kenapa sih disini gak keluar suaranya padahal udah volume paling puolllll tolong di perbaiki dan bahasa di terjemahkan kedalam bahasa indonesia
negatif;menggunakan zoom jaringannya kurang bagus pada saat meeting sering keluar keluar dan video sering terjeda dan putus putus
negatif;aplikasi teleconference kekinian kalo bisa once qta sdh terhubung pd link id suatu pertemuan terlebih sdh terdaftar melalui email ke penyelenggara admin zoom bila tetiba ada problem sinyal qta ndak lgsg terpental atau terkategori leave krn unt masuk ke link semula jd susah sbg peserta zoom yg sdh jelas terdaftar jd terugikan kehilangan materi terlebih tak semua admin zoom meeting membagikan materi atau menyiarkan via you tube
negatif;maaf mau nanya sebenarnya apk nya bagus tapi kenapa punya saya nggak bisa daftar ke zoom yaa dan kalo misalnya mau pake ga ada suara nya tolong dong ini kenapa
negatif;sering banget ditengah meeting ketendang tolong diperbaiki akun saya sudah licensed tiap bulan dibayar rb tapi kualitas ga dukung buat apa
negatif;aplikasi macam apa ini kasihan yang masih sekolah yang harus perkenalan diri apalagi murid yang baru masuk sd smp dan sma yang kuliah juga bingung ospek nya aplikasinya bikin emosi dan bikin mood nya gak enak saya mau silaturahmi bareng teman dan keluarga gak bisa sign up dan sign in yang keluar malah tulisan failed
negatif;saya kecewa sama aplikasi ini saya tiap hari metting via zoom sudah hari ini saya pakai zoom suara moderator dan suara saya tidak bisa terdengar ini sangat mengganggu sekali karena bila setiap haro twrjadi seperti ini maka pekerjaan saya akan sangat terhambay
negatif;waktu saat ingin screen sharing document document nya malah gk ada waktu keluar zoom ada ini gimana sih padahal documentnya juga sufah dipindah tpi tetep aja gk ada document
positif;aplikasinya alhamdulillah bagus dan membantu dalam perkembangan teknologi sekarang yang lebih dibutuhkan dimasa ini semoga aplikasi ini bermanfaat dan dapat diterima masyarakat dengan baik zoom is the best
negatif;selamat siang pengguna zoom us saya kasih bintang duluya alasannya zoom sering keluar sendiri pas ditengah pelajaran udh berapa kali keluar sendiri terakhir error tolong perbaiki ya
netral;aplikasinya baik terjadinya gangguan lebih disebabkan oleh kekuatan dan kecepatan sinyal internet good
negatif;sebenernya saya kecewa saya sudah coba masukkan id nya sama password nya tapi nga bisa ikut meeting trus malah masukin pake google juga nga bisa
negatif;kekurangannya setelah ada panggilan telp telp masuk otomatis suara di zoom jadi tidak terdengar sudah x terjadi bagaimana cara mengatasinya perlu perbaikan
negatif;saran kualitas video dibikin jelek sajaa krna menghabiskan kuota atau tambahkan setelan agar kita bisa mengubah resolusi video tambahkan fitur untuk mematikan video jadi suara saja yang didengar sangat sangat tidak berguna video dosen yg menjelaskan karna yg sy mau cuma dengar saja
netral;saya kasih bintang dlu ya tolong untuk apk zoom ini di beri filter seperti ig snapchat biar di saat saya melakukan meeting bersama teman dan guru saya muka saya tidak terlihat buluqnyaaa tolong lh ya bantu kami para penderita muka buluq jadi saya saranin buat di tambahkan filter saja sekian terimakasih
negatif;nice app sih cuman untuk hp ram jangan terlalu memaksakan menggunakan terlalu lama terus kenapa terkadang tidak terdengar suaranya untuk siswa kalian bisa langsung join a meeting tanpa harus sign in atau sign up dan bisa mengatur nama anda di zum di join a meeting langsung overall bagus sih makacih
negatif;untuk penggunaannya sangat rumit kata ribet tidak sesimple google meet kualitas gambar suaranya juga masih buruk bagusnya hanya meetingnya bisa menampung banyak orang itu saja mohon ditingkatkan
positif;aplikasi yang sangat bermanfaat di masa pandemi covid semua bisa dilakukan dengan zoom magang seminar audit dll bisa tetap berjalan dengan baik
negatif;sering terdapat masalah biasanya saat memasukan id atau password yang benar dianggap salah oleh sistemnya tolong perbaiki bug yang menggangu ini
positif;aplikasi ini sangat membantu dalam pelajaran khususnya saat ini belajar online sangat membantu seperti vc tapi dapat lebih banyak orang sangat bagus
positif;yang bilang aplikasi ini tidak support dengan android yang ram gb dan minimal agar jadi itu ram nya gb itu salah besar saya pengguna android asus zenfone live l dengan ram gb pun jadi dan lancar tidak ada kendala saat menggunakan aplikasi ini mungkin bagi kalian yang terdapat kendala saat sign login mungkin hanya tidak support aja dengan tipe tipe smartphone tertentu
negatif;kalian juga jangan langsung senang dulu menilai nih aplikasi coba kalian jeli lihat seberapa hebatnya zoom ini memakan paket data hape panas dan baterai hape gua spek tinggi aja bisa panas dan baterainya dikonsumsi gila banget jadi berfikir dulu sebelum menilai makasih
negatif;tolong pihak zoom us lebih baik batas umur untuk membuat akun zoom di perbolehkan umur tahun ke atas kami butuh aplikasi ini untuk belajar daring supaya aplikasi dapat digunakan lebih efisien setidaknya kami memiliki akun untuk aplikasi zoom ini walaupun sebenarnya bisa digunakan tanpa akun mohon di benahi permintaan saya
negatif;aplikasi bit aplikasi buruk aplikasi nambahin memori doang aplikasi bikin emosi yang bikin gak niat
positif;aplikasi ini sangat membantu saya untuk belajar secara online saya beri bintang lima karena aplikasi ini sangat mudah untuk dipakai jelas gambar dan suaranya sangat mudah cara membukanya pokoknya siip deh
netral;apkikasi ini sangat bagus untuk memudahkan pembelajaran dimasa covid ini kita bisa berbagi ilmu melalui internet tapi kekurangan dari aplikasi zoom ini adalah masih adanya bug yang sedikit ada permasalahan teknis
netral;pribadi yang utuh berkarakter berdisiplin menulis huruf tegak bersambung melatih kesabaran ketelitian motorik kerja otak pola menulis yang baik mengerti karakter
positif;apps ini sangat bermanfaat apalagi disaat pandemi ini anak anak pun belajar harus dirumah jadi guru pun memutuskan untuk menggunakan apps ini bermanfaat banget lah pokoknya
negatif;kenapa saya memberi bintang tiga karena aplikasi ini cepat menghabiskan kuota setengah jam juga sudah menghabiskan mb apa lagi beberapa jam itu saja dari saya tolong benar kan lagi ya supaya tidak cepat menghabiskan kuota sekian dari saya terimakasih
netral;sangat membantu dalam berkomunikasi secara berkelompok namun sayang tolong ditambah durasi waktunya untuk yg free hehe
positif;sangat bermanfaat sekali aplikasi ini di zaman pandemik cov ini bagi anda yg belum berhasil menggunakan aplikasi zoom ini jangan terburu emosi untuk uninstalnya masukan email dan sandi dengan benar dan usia di bikinya kelahiran tahun aja inssya allah anda pasti bisa
negatif;aplikasinya bagus cuma sekarang dijenis kan akunnya yang akun basic hanya bisa menit vcon padahal rapat sekolah melebihi itu kembali seperti dulu saja
netral;saran yak gan yang susah buat login app ini lebih mudah login lewat google apalagi yang biasanya sudah isi otomatis buat sandi dll mudah banget gak sampe menit
negatif;cukup jelas dan membantu tapi tolong ditingkatkan klo bisa untuk pnggunaan data yg cukup besar agar lbh diminimaliskan lgi agar terkesan tak boros terimakasih
negatif;tidak bisa digunakan dibuka saat ada zoom meeting padahal sdh klik link yg diberikan sehingga kehilangan peluang tender seharusnya dibuat sesimple mungkin khususnya login
negatif;tai aplikasi nya mau meeting sama temen aja susah kayak gini mana koneksi lagi udh tau pake xl jaringannya nggak masalah kenapa ini masalah sih niat nggak yg nyiptain ni aplikasi tai kucing lah
negatif;tolong untuk manajemen zoom saya harap bisa meningkatkan kualitas videonya termasuk sinyal minimal untuk zoom google meet itu kb d udah lancar zoom harus k d klo ga mencapai bakal keluar masuk ini ga nyaman dan mengangu pekerjaan
netral;ok sih bisa update sid walaupun meeting di rumah masing jd gak perlu kekantor tp kadang terkendala sinyal jaringan hrus punya paket data
negatif;plsss kenapa saya gabisa daftar ke zoom nya pdhal saya udh sign up trus saya lanjut ke sign in ehh malah ada tulisan you are not eligible at this time itu mksdnya apa plss min tolong diperbaiki
negatif;aplikasi sangat susah banget karena apl ini perlu banget untuk pekerjaan sekolah saya kenapa alp ini tidak bisa login sedikit pun atau tulisan your nate sign in dulu bener alp ini sangat susah banget tolong apl ini bisa masuk ke dalam apl zoom supaya semua orang bisa masuk ke apl ini tolong diperbaiki lagi apl ini
positif;mantap aplikasinya saya pake pas ada virus corona tapi saya tetap belajar dirumah dan harus semangat mengembangkan mata pellajarannya ok p pokonya dowload apk deh di jammin langsung bagus
negatif;asu koe ini bikin aplikasi piye sih wes disconnect terus ditambah karo suara e kayak bot pisan iki tolong lah di benerin sek aplikasi gak sesuai ekspetasi ngono
negatif;sign up pake imel terus sig in gak bisa sign up lagi pake facebook malah jadi akun fb baru di link fee facebook com gimana sih datanya aman gak itu nanti
negatif;daftarnya susahnya minta ampun udah coba berkali kali daftar tapi nggak bisa udah coba cara yg ada di youtube tetap aja gak bisa hapus ajalah aplikasinya tak berguna entah mengapa guruku nyuruh pake ini aplikasi
netral;apk nya baguss sih tapi kok gabisa di ganti ganti ya namanya soal nya di pakai sama adek dan di settingnya juga gaada profilnya tolong di perbaiki kembalii
negatif;paan sih nih apk zoom saya pernah juga pake ini terus login waktu itu tapi waktu saya hapus pas saya sekarang login lagi kaga bisa udah sign up udah sign in sama aja kaga bisa kaga jelas banget napa sih emosi jadinya apalagi saya pelajar kalo gak hadir dalam zoom di anggap alfa nilai saya jadi turun tolong lah ya saya buat login aja pake emosi karena gak bisa bisa
negatif;apk gjls ditunggu download malah menunggu mendownload doang padahal kuota full ga kepenuhan tpi mlh bcaan mnunggu didownload doang smpe kuota gua habis terus jdi kepenuhan lagi berjam jam gua tungguin buat download tapi ga kedownload juga giliran udah sampe malah ilang terus ulang jadi terus gajalan lagi
negatif;lebih baik dari versi sebelumnya lebih banyak fitur dan kualitas audio video meningkat untuk pengguna dari indonesia terutama anak sekolah yang belum cukup umur you are not eligible to sign up for zoom at this time silahkan meminta bantuan orang tua tetangga guru untuk dibuatkan akun zoomnya
negatif;bagus appnya cuman kadang suka keluar keluar sendiri trus juga kadang ngelag mohon diperbaiki ya apalagi sekarang kan lagi pandemi aplikasi seperti ini sangat diperlukan mengingat kita harus jaga jarak dan menghindari tatap muka mohon diperbaiki lagi yaaa
positif;aplikasi yah bagus dan memuaskan kalau yang sulit untuk mulai mitting cara yah mudah banget cuman masukkan id yang dikasih dan kata sandi nyah tinggal tunggu dan kalian udah bisa mulai
negatif;tolong ya di perbaiki lagi soalnya saat saya tekan join audio kok gk bisa pasti selalu muncul call over internet padahal jaringannya bagus tolong kerja samanya ya
negatif;kenapa saya setiap malu login selalu valid dan kadang suara nya juga gak bisa kedengeran pas saya mau daftar aja selau valid dan valid jdi karna ini saya kasih bintang satu aja
negatif;maaf kak sebelumx saya kan udah donlwd apps zoom krna saya harus mengikuti belajar daring tapi kok sya ngak bisa msk yaa kak stiap saya mau login pasti ngak bisa ktax anda tidak dapat masuk ke zoom saat ini itu knpa yg kak tolongdi jwb yaa kak soalx hri kamis bsk saya harus mengunakan apps zoom ini untuk belajar sayaa sdh mencbax dri kemarin tpi ttp sama sjaa untuk saat ini saya ksih dua bintang dulu yaa kak nnti klu saya udah bsa msk ke apps zoomx sya janji bklan ksih bntng
negatif;kenapa sih di aplikasi ini tidak ada virtual background padahal bilang zoom saya harap perbaikin lagi tambah vitual backgroon untuk aplikasi ini diandroid
negatif;saya mau daftar diaplikasi zoom untuk belajar daring tapi gak terdaftar mulu padahal tanggal lahir nya sudah bener suka bisa suka gak kalau tanggal lahir nya bisa pasword nya gak bisa bisa
netral;yang pernah saya dapat menyembelih binatang selain bacaan yang umum ada bacaan tasbih sejumlah kaki binatang yang disembelih biiznillah tarik nafas huu keluar alloh sambil menyembelih
netral;terima kasih yah buat apk zoom meeting maaf yah tapi kenapa ada batasan member gimana player yang ingin masuk termasuk saya sendiri padahal saya sudah mengahapus beberapa file dan apk tapi yah gitulah makasih yah saya kasih aja karena membernya masih make batasan pesan omaewa mou shindeiruu
negatif;maaf mau tanya kak saya mau sign up kan saya masukkan tanggal lahir saya karna saya masi pelajar saya masukkan tahun waktu saya kirim tidak bisa kenapa ya dan muncul tulisan koneksinya buruk padahal saya memakai wifi dan koneksinya baik terimakasih kak
negatif;ini knp ngga bisa download download udh di coba berkali kali tetep aj ngga bisa di download knp jaringan g kuota data banyak penyimpanan banyak apasih kekurangannya kok di ulang ulang terus bikin kesel aja
negatif;app ini aslinya nggak bagus tadinya aku udah download udah masukan sandi email pas untuk ke kalinya ingin masuk malah ngk bisa kata sandi yg anda msukan salah padahal udah benar kmdian pas aku uninstall lalu aku download ulng malah nggk bisa udah x aku coba download sampai mb hilang ttap aja nggk ke download soalnya besok ad rapat online aku berserta angkatan aku dan adik klas mengalami hal yg sama tolong segera perbaiki app ini harap secepatnya di perbaiki
negatif;kenapa pas gua sign in pake akun google gak bisa malah dia bilang gini zoom should launch in a few seconds if not please click button below gua tunggu lama eh malah gak ada apa nya pas gua klik tombolnya eh malah gak ada apa tolong di perbaiki dan tambahkan bahasa indonesia
negatif;aplikasi ini sebenernya bagus cuma kalo login suka susah dikarenakan saya masih pelajar sedangkan belajar secara darling di haruskan menggunakan aplikasi ini saya mau kasih tips saya sudah berusaha login sekitaran jam alhamdulilahnya bisa atur menjadi kelahiran tahun han kalo di email sih harus sama terus lagi kalo dia nanya keperluannya sekolah atau bukan nanti tekan saja no nanti ada petunjuk lainnya lalu login kembali dngan akun dan kata sandi yang sudah di buat
negatif;maaf saya terpaksa memberi satu bintang untuk aplikasi ini setengah mampus saya mendaftar akun aplikasi zoom ini hampir tiga hari lamanya tapi tak bisa juga saya menggunakan aplikasi ini semua syarat yang diminta sudah saya turuti tapi tak bisa juga sudah tidak waras aplikasi ini boss
negatif;saya gak ngerti apa arti setiap kata di aplikasi zoom saya sudah nyampe nulis pasywoord udah nulis pasywoord ehh malah salah saya periksa udah bener pasywoord nya ini aplikasi membantu orang atau menyusahkan orang sih
negatif;aplikasinya bagus tapi tolong untuk update selanjutnya mohon di sediakan filter dan efek kasian dikit lahh sma kami kaum kentang v
positif;menurut saya ini aplikasi masih lebih bagus dari yang lain terutama saat melakukan pertemuan suara audio ya terdengar kalo aplikasi yang lain suara audio ya tidak terdengar jelas dan video call nya bagus seperti whatsapp dan saran saya untuk pengguna lainnya jika kalian blm paham cara penggunaan aplikasi ini sebaik nya tanya ke teman atau keluarga kalian yang paham penggunaan aplikasi ini kasian developernya yang sudah membuat aplikasi ini jangan kalian kata in
positif;aku selama ini menikmati apl ini tp lama lama kok apl apl nya pake hilang dari mulai bts songs pastelgiril dll kok di hapus ya tapi gpp lah lumayan bagus kok thanks kalo army x bts click ya
negatif;setiap daftar tidak memenuhi syarat dan pas masukin tanggal tulisan tidak muncul kalau bisa kasih bintang nol aku kasih noll tolong lh di perbaikin kasihan anak murid yg mau pake aplikasi ini kalo dia gk bisa daftar auto alfa klo lewat jam pelajaran nya
positif;terima kasih y zoom saya tau gimana cara untuk masuk zoom pertama masuk di zoom kedua masuk di yg bawah tekan bukan singn upp atau singg in y yg satu lagi lalu tekan kode kelas ya ketiga nanti ada tulisan waiting for the host to start this meeting artinya me nunggu tuan rumah habis itu nanti kalian masuk kalau missnya udah masuk nanti kalian lihat sendiri saya juga bisa saya sudah mengerti saya belajar pelajarnya thanks y aplikasi zoom yg buat
positif;bagi kalian yang gak bisa sing up kalian harus hapus data zoom kalian dulu setelah itu kalian masuk ke zoom pilih sing up tahun nya itu harus atau di bawah nya pilih set nanti akan akan muncul notifikasi di email kalian pencet activate acount lalu ikuti proses nya selamat mencoba saya jamin bisa
negatif;please deh ada apa dgn ni apl tiap kali saya join ulng gk bisa erron code maksudnya apa pen nangis sumpah t t ini tuh penting bgt tapi apl nya malah error saya perluh bgt tu penyampaian di sekolah tapi ni apl malah error tolonglah tim zoom perbaiki apl ini saya dah cek jaringan aman aja maaf n trims
negatif;kenapa ni aplikasi ng bisa login saat login selalu muncul tulisan anda tidak berhak mendaftar maksud nya apa coba dh hari ni saya mau bljr online lagi tolong tolong atasi masalah ini
positif;cara make nya bagi peserta tinggal pencet join dan masukkan id dan password itu aja nnt d kasih sama guru admin nya ada d yt penjelasan nya apk nya sangat bagus tapi masih ada masalah kasian player pakettan menangis setelah memakai ini jam make nya gb lebih habis kouta
netral;saya beserta jajaran mengucapkan terimakasi pada zoom berkat kalian belajar sya makin pusing
negatif;tolong dong ini zoom saya kenapa tidak bisa sing in tulisannya you are eligible to sign for zoom at this time saya sudah mengulangi beberapa kali tapi masih tidak bisa
negatif;bagaimana zoom nya rumit lebih mudah hannya kasih sara tgl lahir nama kepanjangan tolong zoom nya simpel aja tolong ya kalau sudah simpel ku kasih bintang dan memberitau teman kalau harus donlow zoom karena sudah simpel tolong zoom nya simpel
positif;waktu pertama saya download sih gak bisa sampe saya emosi gara gara saya lagi pms dan daftar ke zoom gk bisa login tapi setelah saya coba terus menerus tanpa putus asa alhamdulillah akhirnya bisa
negatif;saya beri satu karena saya tidak bisa download aplikasi ini padahal saya sudah membersihkan penyimpanan hp saya dan jaringan saya bagus tidak ada masalah tolong kerja sama dengan google yang baik saya butuh karena buat belajar
negatif;kecewa sama aplikasi ini udah di instal kali tapi tetep aja ga bisa padahal aku punya email sendiri emang jelek ini aplikasi developer gimana si gak bener ini aplikasi kecewa nya
netral;bagi yg gk bisa coba ubah tahunnya menjadi agak tua an sedikit sekitar kyknya yg daftar untuk anaknya tahun anaknya tua kan sedikit saya juga eror saya masukin tahun asli saya ini saya mau ulang
positif;gambar dan suara jelas terlebih lagi dengan aplikasi ini kita bisa melihat seluruh orang yang mengikuti video call good banget sih menurutku
positif;aplikasinya bagus banget bisa buat video call banyak orang lagi trs aku bisa berkomunikasi dengan teman ku
negatif;kenapa saya tidak bisa masuk padahal saya udah sigh up tanggal lahir saya sudah benar tetapi tetap enggk bisa masuk tolong berikan kerjasamanya karena saya masih sekolah dan saat ini masih ada virus covid jadi para siswa dan guru ingin menggunakan aplikasi ini untuk melanjutkan pendidikan secara stay for home
positif;apk zoom cloud meetings ini sangat bagus dan berguna banget karena bisa di pake belajar terus bisa di pake buat berbagi video pokonya ini apk nya sangat membantu banget terimakasih untuk apk nya
negatif;kurang memuaskan karena terlalu banyak error misalnya tidak dapat masuk atau sign in dan hanya dapat mendengarkan suara tidak bisa melihat wajah orang lain mohon pihak zoom untuk mengatasi masalah ini
